entryEpoch,direction,zoneType,breakType,sweep,entryPrice,sl,exit,exitPrice,hit1,hit2,hit3,r
1785916860,BUY,Broken level,CHOCH,false,14522.5380,14492.1500,TP3,14647.4590,true,true,true,4.111
1785920460,BUY,Broken level,CHOCH,false,14713.4170,14690.8012,SL,14687.8640,true,false,false,-1.130
1785923580,BUY,Broken level,CHOCH,false,14682.0790,14657.4604,TP3,14768.3160,true,true,true,3.503
1785927300,BUY,Broken level,CHOCH,false,14689.1670,14661.2231,SL,14648.4860,false,false,false,-1.456
1785929280,BUY,Broken level,CHOCH,false,14570.8110,14540.5521,SL,14538.0630,false,false,false,-1.082
1785933420,BUY,Broken level,CHOCH,false,14488.7570,14460.9193,SL,14432.0480,false,false,false,-2.037
1785936240,BUY,Broken level,CHOCH,false,14482.4220,14457.3009,SL,14456.5300,false,false,false,-1.031
1785937440,BUY,Broken level,BOS,false,14524.9520,14501.5368,TP3,14629.4200,true,true,true,4.462
1785940620,BUY,Broken level,BOS,false,14668.4210,14643.7278,TP3,14744.6920,true,true,true,3.089
1785942420,BUY,Broken level,BOS,false,14738.7140,14711.2811,TP3,14824.0160,true,true,true,3.109
1785944940,BUY,Broken level,BOS,false,14837.6180,14811.7071,SL,14809.4140,true,false,false,-1.089
1785949020,BUY,Broken level,CHOCH,false,14766.2970,14742.8455,TP3,14847.5650,true,true,true,3.465
1785951840,BUY,Broken level,BOS,false,14833.7900,14808.2549,SL,14805.0500,true,false,false,-1.126
1785954000,BUY,Broken level,CHOCH,false,14806.7330,14775.6700,SL,14755.0800,false,false,false,-1.663
1785985560,SELL,Broken level,CHOCH,false,14513.4780,14537.1537,SL,14540.3410,false,false,false,-1.135
1785987960,SELL,Broken level,CHOCH,true,14476.1810,14504.0815,TP3,14390.5510,true,true,true,3.069
1785989340,SELL,Trendline,BOS,false,14388.2490,14412.9354,TP3,14312.5180,true,true,true,3.068
1785991020,SELL,Broken level,BOS,false,14314.7170,14340.1483,SL,14377.4130,true,true,false,-2.465
1785992820,SELL,Broken level,CHOCH,false,14245.0670,14270.4857,SL,14273.9160,false,false,false,-1.135
1785993240,SELL,Broken level,BOS,false,14238.0760,14262.8125,SL,14282.4160,false,false,false,-1.792
1785994500,SELL,Broken level,BOS,false,14228.0070,14252.5402,SL,14253.1370,true,false,false,-1.024
1785999660,SELL,Broken level,CHOCH,false,14476.1840,14504.6784,TP3,14379.2170,true,true,true,3.403
1786006140,SELL,Broken level,CHOCH,false,14453.0840,14478.9542,TP3,14364.3530,true,true,true,3.430
1786010940,SELL,Broken level,CHOCH,false,14407.2390,14433.7489,SL,14444.9960,false,false,false,-1.424
1786016580,SELL,Broken level,CHOCH,false,14670.2300,14697.6982,SL,14718.3320,false,false,false,-1.751
1786018320,BUY,Broken level,BOS,false,15011.2000,14982.2945,TP3,15113.8230,true,true,true,3.550
1786020780,BUY,Broken level,CHOCH,true,15121.9600,15095.7133,TP3,15202.6770,true,true,true,3.075
1786024560,BUY,Broken level,CHOCH,false,15336.5480,15308.9949,TP3,15422.1200,true,true,true,3.106
1786026720,BUY,Broken level,BOS,false,15436.2920,15407.8561,SL,15407.6530,true,false,false,-1.007
1786027980,BUY,Broken level,BOS,false,15495.7470,15465.8894,SL,15464.3660,false,false,false,-1.051
1786032600,BUY,Broken level,CHOCH,false,15448.7150,15423.6597,SL,15423.2880,false,false,false,-1.015
1786036320,BUY,Trendline,CHOCH,false,15403.7390,15378.2722,TP3,15483.9000,true,true,true,3.148
1786037520,BUY,Broken level,BOS,false,15535.9480,15503.0975,SL,15480.3400,true,false,false,-1.693
1786046520,BUY,Broken level,CHOCH,true,15247.4640,15221.7704,TP3,15326.2480,true,true,true,3.066
1786048200,BUY,Broken level,BOS,false,15339.5300,15312.4990,SL,15305.2080,true,false,false,-1.270
1786050300,BUY,Broken level,CHOCH,false,15339.3400,15311.2915,SL,15304.4790,false,false,false,-1.243
1786051020,BUY,Broken level,BOS,false,15373.4010,15342.7414,SL,15341.6520,false,false,false,-1.036
1786055100,BUY,Broken level,CHOCH,false,15467.0790,15435.3861,TP3,15571.0540,true,true,true,3.281
1786057500,BUY,Broken level,CHOCH,false,15684.7260,15660.0276,SL,15658.3070,false,false,false,-1.070
1786058820,BUY,Broken level,CHOCH,false,15725.1490,15698.4665,SL,15663.4660,false,false,false,-2.312
1786060140,BUY,Broken level,BOS,false,15741.9940,15714.3634,TP3,15853.0510,true,true,true,4.019
1786063080,BUY,Broken level,BOS,false,15898.1720,15868.1804,SL,15861.4350,false,false,false,-1.225
1786063500,BUY,Broken level,BOS,false,15908.0660,15879.2504,TP3,16024.1620,true,true,true,4.029
1786070340,BUY,Broken level,CHOCH,false,15853.1040,15824.7093,SL,15820.0590,false,false,false,-1.164
1786071900,BUY,Broken level,CHOCH,false,15864.2090,15835.2714,SL,15814.1030,false,false,false,-1.732
1786073400,BUY,Broken level,BOS,false,15831.8560,15804.5527,SL,15802.3770,false,false,false,-1.080
1786077000,BUY,Broken level,CHOCH,false,15777.6310,15752.2344,SL,15742.5240,false,false,false,-1.382
1786080240,BUY,Broken level,CHOCH,false,15708.7690,15681.2644,SL,15677.3430,false,false,false,-1.143
1786080780,BUY,Broken level,BOS,false,15718.3270,15691.0796,SL,15669.5990,false,false,false,-1.788
1786087680,BUY,Broken level,CHOCH,false,15450.6430,15426.2934,SL,15415.4270,true,true,false,-1.446
1786092840,BUY,Broken level,CHOCH,false,15343.4590,15312.0747,TP3,15455.5010,true,true,true,3.570
1786095120,BUY,Broken level,BOS,false,15467.8660,15441.6621,TP3,15548.0010,true,true,true,3.058
1786144560,SELL,Broken level,CHOCH,false,15327.8600,15357.2644,SL,15367.5410,false,false,false,-1.349
1786145160,SELL,Trendline,BOS,false,15320.5900,15348.3381,TP3,15233.2910,true,true,true,3.146
1786146960,SELL,Broken level,BOS,false,15206.7750,15235.9125,SL,15260.6640,false,false,false,-1.849
1786147560,SELL,Broken level,BOS,false,15157.5400,15188.2521,TP3,15055.5160,true,true,true,3.322
1786148820,SELL,Broken level,BOS,false,14952.9980,14981.7521,TP3,14858.0600,true,true,true,3.302
1786151280,SELL,Broken level,BOS,false,14839.3290,14866.2850,SL,14867.1220,true,true,false,-1.031
1786153320,SELL,Broken level,CHOCH,false,14825.4420,14855.2569,TP3,14731.9420,true,true,true,3.136
1786154580,SELL,Broken level,BOS,false,14709.2820,14733.2485,TP3,14633.3160,true,true,true,3.170
1786160100,SELL,Broken level,CHOCH,false,14771.9300,14798.7711,SL,14821.5940,false,false,false,-1.850
1786162140,SELL,Broken level,CHOCH,false,14730.2170,14758.0960,SL,14774.0720,true,false,false,-1.573
1786164000,SELL,Broken level,BOS,false,14715.4030,14741.9856,TP3,14620.9920,true,true,true,3.552
1786166160,SELL,Broken level,CHOCH,true,14572.9040,14596.8817,SL,14616.4510,false,false,false,-1.816
1786166880,SELL,Broken level,BOS,false,14553.7670,14579.4074,SL,14580.3770,false,false,false,-1.038
1786167720,SELL,Broken level,BOS,false,14528.5580,14554.0311,SL,14566.2850,false,false,false,-1.481
1786169460,SELL,Broken level,BOS,false,14554.8350,14579.7980,TP3,14479.4630,true,true,true,3.019
1786171380,SELL,Broken level,BOS,false,14342.5610,14367.6135,TP3,14258.8540,true,true,true,3.341
1786175280,SELL,Broken level,CHOCH,false,14306.0260,14332.3030,SL,14339.0480,false,false,false,-1.257
1786177380,SELL,Trendline,BOS,false,14391.1990,14416.1480,SL,14435.3750,true,false,false,-1.771
1786180560,SELL,Broken level,CHOCH,false,14470.4120,14498.1995,SL,14524.6010,false,false,false,-1.950
1786183260,SELL,Trendline,CHOCH,true,14489.2650,14512.4837,SL,14520.8060,true,false,false,-1.358
1786184700,SELL,Broken level,CHOCH,false,14421.3240,14449.8456,SL,14464.4190,false,false,false,-1.511
1786185660,SELL,Broken level,BOS,false,14399.9010,14428.0473,SL,14445.4670,false,false,false,-1.619
1786188600,SELL,Broken level,CHOCH,false,14420.3410,14447.3756,SL,14477.1770,false,false,false,-2.102
1786189500,SELL,Broken level,CHOCH,false,14380.9890,14410.5621,SL,14413.9610,false,false,false,-1.115
1786190940,SELL,Trendline,BOS,false,14373.2420,14400.7856,TP3,14277.5300,true,true,true,3.475
1786195560,SELL,Broken level,CHOCH,false,14216.0520,14244.2038,TP3,14086.4160,true,true,true,4.605
1786197480,SELL,Broken level,BOS,false,14046.9860,14074.2970,SL,14084.7010,false,false,false,-1.381
1786206300,SELL,Broken level,CHOCH,false,14322.1000,14347.6136,SL,14348.5380,false,false,false,-1.036
1786207200,SELL,Broken level,BOS,false,14276.8140,14299.9830,TP3,14202.1160,true,true,true,3.224
1786210380,SELL,Broken level,BOS,false,14158.5420,14182.5434,TP3,14086.0640,true,true,true,3.020
1786211640,SELL,Broken level,BOS,false,14074.2300,14097.5429,SL,14114.0590,false,false,false,-1.708
1786214280,SELL,Broken level,CHOCH,false,14035.9760,14062.9078,SL,14068.5780,false,false,false,-1.211
1786216500,SELL,Broken level,CHOCH,false,14114.4140,14142.3503,SL,14150.5900,false,false,false,-1.295
1786217640,SELL,Broken level,BOS,false,14089.0100,14118.4613,SL,14122.5840,true,false,false,-1.140
1786221960,SELL,Trendline,CHOCH,false,14277.2730,14301.4959,SL,14316.9300,true,false,false,-1.637
1786253520,SELL,Broken level,BOS,false,14071.7720,14097.4563,TP3,13983.5250,true,true,true,3.436
1786255380,SELL,Broken level,BOS,false,13972.0510,13995.2174,TP3,13885.8060,true,true,true,3.723
1786258080,SELL,Broken level,CHOCH,false,13765.8390,13790.3364,TP3,13677.5580,true,true,true,3.604
1786259880,SELL,Broken level,BOS,false,13669.6380,13693.8617,SL,13695.2980,false,false,false,-1.059
1786260360,SELL,Broken level,BOS,false,13635.1030,13658.7532,SL,13663.7450,false,false,false,-1.211
1786262100,SELL,Broken level,CHOCH,false,13627.6940,13655.3300,SL,13671.1800,false,false,false,-1.574
1786266180,SELL,Broken level,CHOCH,false,13658.3950,13680.2486,SL,13680.3240,true,false,false,-1.003
1786268340,SELL,Broken level,BOS,true,13604.4840,13631.1706,SL,13634.2680,false,false,false,-1.116
1786273680,SELL,Broken level,CHOCH,false,13714.6330,13738.0527,TP3,13620.6630,true,true,true,4.012
1786275240,SELL,Broken level,BOS,true,13605.2610,13629.7981,SL,13631.3010,true,false,false,-1.061
1786277340,SELL,Broken level,CHOCH,false,13552.9190,13576.7181,SL,13588.6620,false,false,false,-1.502
1786278480,SELL,Broken level,BOS,false,13531.1240,13554.5870,SL,13559.7450,false,false,false,-1.220
1786279620,SELL,Trendline,BOS,false,13531.2520,13555.8166,SL,13557.8480,true,false,false,-1.083
1786280340,SELL,Trendline,CHOCH,false,13493.1960,13519.2617,SL,13520.8340,false,false,false,-1.060
1786281840,SELL,Broken level,CHOCH,false,13475.8290,13500.5561,TP3,13394.7880,true,true,true,3.277
1786283760,SELL,Broken level,BOS,false,13342.2870,13365.5898,TP3,13258.8830,true,true,true,3.579
1786290000,SELL,Broken level,CHOCH,true,13280.5750,13302.9039,TP3,13210.4340,true,true,true,3.141
1786296060,SELL,Broken level,CHOCH,false,13567.0650,13590.8294,SL,13600.8160,true,true,false,-1.420
1786298160,SELL,Broken level,BOS,false,13486.8400,13513.4240,SL,13517.9810,false,false,false,-1.171
1786299360,SELL,Broken level,BOS,false,13483.6650,13510.4891,SL,13510.9040,true,true,false,-1.015
1786305000,SELL,Broken level,CHOCH,false,13618.2900,13642.2667,SL,13642.7070,true,false,false,-1.018
1786306440,SELL,Broken level,CHOCH,false,13634.0790,13657.6311,SL,13660.0480,false,false,false,-1.103
1786310400,SELL,Broken level,CHOCH,false,13667.8530,13698.6643,TP3,13575.0730,true,true,true,3.011
1786313880,SELL,Broken level,CHOCH,false,13636.5200,13664.4604,SL,13666.3840,true,false,false,-1.069
1786317180,SELL,Broken level,CHOCH,false,13696.7410,13722.0684,SL,13735.6210,true,false,false,-1.535
1786321020,SELL,Broken level,CHOCH,false,13906.1220,13935.6023,SL,13942.4990,false,false,false,-1.234
1786322340,SELL,Broken level,BOS,false,13792.8470,13818.4877,SL,13821.0380,false,false,false,-1.099
1786324260,SELL,Broken level,CHOCH,false,13788.0840,13812.1343,TP3,13714.2940,true,true,true,3.068
1786326300,SELL,Broken level,BOS,false,13621.3400,13650.4741,SL,13675.7300,false,false,false,-1.867
1786328880,SELL,Broken level,CHOCH,false,13667.7700,13692.4283,SL,13696.8130,false,false,false,-1.178
1786381500,BUY,Broken level,BOS,false,13991.3540,13968.6364,SL,13957.5780,false,false,false,-1.487
1786381860,BUY,Broken level,BOS,false,13990.8300,13965.6429,TP3,14070.6590,true,true,true,3.169
1786383240,BUY,Broken level,BOS,false,14080.7070,14058.0629,TP3,14164.8960,true,true,true,3.718
1786386360,BUY,Broken level,CHOCH,true,14179.4830,14151.5031,SL,14127.4840,false,false,false,-1.858
1786388280,BUY,Broken level,CHOCH,false,14119.2820,14092.7776,SL,14081.8820,false,false,false,-1.411
1786388940,BUY,Broken level,BOS,false,14138.5490,14111.9041,SL,14108.6420,false,false,false,-1.122
1786389720,BUY,Broken level,BOS,false,14180.7650,14158.7742,SL,14153.4040,false,false,false,-1.244
1786391820,BUY,Broken level,CHOCH,false,14093.9460,14067.5838,SL,14060.1630,false,false,false,-1.281
1786392300,BUY,Broken level,BOS,false,14100.4960,14073.6847,SL,14072.4960,false,false,false,-1.044
1786396140,BUY,Broken level,CHOCH,false,14054.4630,14031.6479,SL,14030.7730,true,false,false,-1.038
1786397340,BUY,Broken level,BOS,false,14100.9290,14075.0681,TP3,14184.2950,true,true,true,3.224
1786398660,BUY,Broken level,BOS,false,14231.2000,14206.9871,SL,14193.4250,false,false,false,-1.560
1786400100,BUY,Broken level,BOS,true,14251.1550,14227.8894,TP3,14326.6720,true,true,true,3.246
1786401180,BUY,Broken level,BOS,false,14418.3580,14392.1712,TP3,14533.3690,true,true,true,4.392
1786403580,BUY,Broken level,BOS,false,14607.0480,14580.6101,SL,14567.0200,false,false,false,-1.514
1786404840,BUY,Broken level,BOS,false,14633.7770,14608.6215,SL,14590.8670,false,false,false,-1.706
1786411080,BUY,Broken level,CHOCH,false,14448.4980,14425.5536,TP3,14520.0330,true,true,true,3.118
1786414680,BUY,Broken level,CHOCH,false,14555.2480,14528.0947,TP3,14644.3020,true,true,true,3.280
1786418220,BUY,Broken level,BOS,true,14642.7860,14619.8531,SL,14611.1190,false,false,false,-1.381
1786419300,BUY,Broken level,CHOCH,false,14685.1460,14657.1099,TP3,14799.0180,true,true,true,4.062
1786423740,BUY,Broken level,CHOCH,true,14835.6190,14808.0289,TP3,14920.6100,true,true,true,3.080
1786426380,BUY,Broken level,BOS,false,14954.6830,14930.1853,SL,14914.4880,false,false,false,-1.641
1786432020,BUY,Broken level,CHOCH,false,14873.6000,14847.6321,TP3,14960.8830,true,true,true,3.361
1786436640,BUY,Broken level,CHOCH,false,14931.6420,14906.4051,TP3,15016.1070,true,true,true,3.347
1786438620,BUY,Broken level,BOS,false,15065.0460,15038.1370,SL,15031.7140,false,false,false,-1.239
1786440720,BUY,Broken level,BOS,true,15196.7340,15169.1162,TP3,15283.1030,true,true,true,3.127
1786443600,BUY,Broken level,CHOCH,false,15240.1350,15212.0765,SL,15180.8410,false,false,false,-2.113
1786447560,BUY,Broken level,CHOCH,false,14982.7620,14957.3698,TP3,15061.5310,true,true,true,3.102
1786455660,BUY,Broken level,CHOCH,true,14893.9590,14868.0886,SL,14849.4870,false,false,false,-1.719
1786456080,BUY,Broken level,BOS,false,14917.3610,14891.5734,SL,14859.9620,false,false,false,-2.226
1786456860,BUY,Broken level,CHOCH,false,14931.3330,14907.8410,TP3,15013.8400,true,true,true,3.512
1786498020,BUY,Broken level,BOS,true,15273.9300,15247.1455,SL,15242.3320,false,false,false,-1.180
1786498980,BUY,Broken level,BOS,false,15304.7530,15279.2654,SL,15274.7820,true,true,false,-1.176
1786505760,BUY,Broken level,CHOCH,false,15087.7450,15061.2873,SL,15050.7640,false,false,false,-1.398
1786508640,BUY,Broken level,CHOCH,false,15028.4800,14999.8674,TP3,15120.9810,true,true,true,3.233
1786517820,BUY,Broken level,CHOCH,false,14943.1040,14916.5891,TP3,15030.5260,true,true,true,3.297
1786519080,BUY,Broken level,BOS,false,15042.9170,15015.3832,SL,15003.9100,false,false,false,-1.417
1786526220,SELL,Broken level,CHOCH,false,14736.4730,14766.0210,SL,14768.0640,true,false,false,-1.069
1786528380,SELL,Broken level,CHOCH,false,14752.5420,14777.5014,SL,14781.4050,true,false,false,-1.156
1786529640,SELL,Broken level,CHOCH,false,14685.6450,14715.7064,SL,14728.3900,false,false,false,-1.422
1786530120,SELL,Broken level,BOS,false,14684.7140,14715.0556,SL,14730.6210,true,false,false,-1.513
1786531860,SELL,Broken level,BOS,true,14640.3250,14668.9811,SL,14671.6040,true,false,false,-1.092
1786535880,SELL,Broken level,CHOCH,false,14704.5170,14727.4646,TP3,14633.6350,true,true,true,3.089
1786540080,SELL,Broken level,CHOCH,true,14657.8430,14684.3262,TP3,14577.5520,true,true,true,3.032
1786540800,SELL,Broken level,BOS,false,14529.1630,14555.3260,SL,14562.1130,false,false,false,-1.259
1786546980,SELL,Trendline,CHOCH,false,14694.3700,14718.0204,SL,14726.1520,true,false,false,-1.344
1786552800,SELL,Broken level,CHOCH,false,15075.4910,15099.2796,SL,15113.7830,true,true,false,-1.610
1786555680,SELL,Trendline,CHOCH,false,15041.7110,15069.2124,TP3,14959.0080,true,true,true,3.007
1786561380,SELL,Broken level,CHOCH,false,15093.7240,15122.6441,TP3,14999.3770,true,true,true,3.262
1786563960,SELL,Broken level,BOS,false,14942.6290,14966.5134,SL,14975.3330,false,false,false,-1.369
1786564500,SELL,Broken level,BOS,false,14892.4030,14921.6167,SL,14933.5460,false,false,false,-1.408
1786565340,SELL,Broken level,BOS,false,14894.7110,14922.9615,TP3,14794.2940,true,true,true,3.555
1786567680,SELL,Broken level,BOS,false,14700.6560,14727.3019,TP3,14615.7230,true,true,true,3.187
1786576980,SELL,Broken level,CHOCH,false,14970.3670,15001.3216,SL,15009.9620,true,false,false,-1.279
1786582800,SELL,Broken level,CHOCH,false,15240.1640,15267.8215,SL,15286.2440,false,false,false,-1.666
1786585500,SELL,Broken level,CHOCH,false,15306.8170,15332.5864,SL,15336.0710,false,false,false,-1.135
1786588560,BUY,Broken level,CHOCH,true,15387.2730,15361.2733,SL,15350.8040,false,false,false,-1.403
1786589820,BUY,Broken level,BOS,false,15419.8530,15394.1983,SL,15372.3660,true,true,false,-1.851
1786591020,BUY,Broken level,BOS,false,15502.1880,15470.5571,SL,15467.7050,false,false,false,-1.090
1786591440,BUY,Broken level,BOS,false,15514.6760,15484.4329,SL,15476.3820,false,false,false,-1.266
1786592040,BUY,Broken level,BOS,false,15525.4240,15499.9523,SL,15496.0680,false,false,false,-1.152
1786598160,BUY,Broken level,CHOCH,false,15599.8650,15572.3859,SL,15564.8410,true,false,false,-1.275
1786600620,BUY,Broken level,CHOCH,true,15664.3440,15634.3043,SL,15621.3220,true,true,false,-1.432
1786603440,BUY,Trendline,CHOCH,true,15698.9950,15674.4876,SL,15647.4770,false,false,false,-2.102
1786604460,BUY,Broken level,CHOCH,false,15735.3850,15704.7379,TP3,15830.7830,true,true,true,3.113
1786607280,BUY,Broken level,CHOCH,false,15795.7490,15764.5906,SL,15751.6330,true,false,false,-1.416
1786610820,BUY,Broken level,CHOCH,false,15774.5270,15744.2138,TP3,15871.7020,true,true,true,3.206
1786613100,BUY,Broken level,BOS,false,15989.7870,15954.5811,SL,15940.2660,true,true,false,-1.407
1786616760,BUY,Broken level,CHOCH,false,15928.5230,15897.9307,SL,15887.6290,false,false,false,-1.337
1786617300,BUY,Trendline,BOS,false,15922.1360,15891.7654,SL,15874.0110,false,false,false,-1.585
1786618680,BUY,Broken level,CHOCH,false,15895.7010,15860.7784,SL,15812.8100,false,false,false,-2.374
1786619700,BUY,Broken level,BOS,false,15872.0340,15847.2130,SL,15841.1790,false,false,false,-1.243
1786620480,BUY,Broken level,BOS,false,15880.5480,15854.0666,SL,15824.7810,false,false,false,-2.106
1786622640,BUY,Broken level,CHOCH,false,15886.5000,15852.9974,TP3,15987.1130,true,true,true,3.003
1786626660,BUY,Broken level,BOS,false,15987.1130,15956.1173,SL,15928.4080,true,true,false,-1.894
1786629900,BUY,Broken level,CHOCH,false,16010.4250,15980.7836,TP3,16115.6420,true,true,true,3.550
1786632600,BUY,Broken level,CHOCH,false,16074.6340,16045.9070,TP3,16167.7330,true,true,true,3.241
1786633920,BUY,Broken level,BOS,false,16229.7320,16202.1849,SL,16191.2650,true,false,false,-1.396
1786638660,BUY,Broken level,CHOCH,false,15990.0330,15958.8233,TP3,16096.4870,true,true,true,3.411
1786640160,BUY,Broken level,BOS,false,16144.7720,16117.6488,SL,16111.8590,false,false,false,-1.213
1786640580,BUY,Broken level,BOS,false,16158.9660,16132.4987,TP3,16240.9170,true,true,true,3.096
1786644180,BUY,Broken level,CHOCH,false,16232.9700,16202.6624,TP3,16324.4550,true,true,true,3.019
1786647300,BUY,Broken level,BOS,true,16505.0670,16474.3183,SL,16469.5310,true,false,false,-1.156
1786649100,BUY,Broken level,CHOCH,false,16510.8490,16480.4919,SL,16454.7420,false,false,false,-1.848
1786650540,BUY,Broken level,CHOCH,false,16536.6260,16505.2373,SL,16497.4130,true,false,false,-1.249
1786653480,BUY,Broken level,BOS,true,16589.7070,16560.0936,SL,16551.5140,true,false,false,-1.290
1786655580,BUY,Broken level,CHOCH,false,16650.5010,16618.3584,SL,16612.6260,true,false,false,-1.178
1786657920,BUY,Broken level,CHOCH,false,16658.6220,16627.0259,SL,16621.5300,true,false,false,-1.174
1786660620,BUY,Broken level,CHOCH,false,16606.2050,16575.4602,TP3,16705.1900,true,true,true,3.220
1786661880,BUY,Broken level,BOS,false,16762.3000,16733.4481,SL,16722.6750,false,false,false,-1.373
1786662300,BUY,Broken level,BOS,false,16772.0240,16746.7461,SL,16735.9730,false,false,false,-1.426
1786664640,BUY,Broken level,CHOCH,false,16794.6910,16767.8382,SL,16751.2530,false,false,false,-1.618
1786723380,BUY,Broken level,BOS,false,17004.5940,16974.7131,SL,16971.7260,true,false,false,-1.100
1786724640,BUY,Broken level,BOS,false,17019.6160,16993.1753,SL,16961.1530,true,false,false,-2.211
1786726500,BUY,Broken level,CHOCH,false,16952.4400,16921.5439,TP3,17045.8870,true,true,true,3.025
1786729020,BUY,Broken level,BOS,false,17051.9190,17022.5660,SL,17008.3230,false,false,false,-1.485
1786732260,BUY,Broken level,CHOCH,false,16869.8440,16838.5681,TP3,16978.6880,true,true,true,3.480
1786736100,BUY,Broken level,CHOCH,false,16936.2700,16900.5352,TP3,17062.9930,true,true,true,3.546
1786739040,BUY,Broken level,CHOCH,false,17075.2310,17041.4354,SL,17021.9280,false,false,false,-1.577
1786741620,BUY,Broken level,CHOCH,false,16985.8780,16949.8963,SL,16945.8240,false,false,false,-1.113
1786744980,BUY,Broken level,CHOCH,false,16976.3710,16948.6835,SL,16934.8580,true,false,false,-1.499
1786747020,BUY,Broken level,BOS,false,17042.7650,17014.3726,SL,16996.6530,false,false,false,-1.624
1786750980,BUY,Broken level,CHOCH,false,16955.2940,16926.5631,SL,16917.2700,false,false,false,-1.323
1786752420,BUY,Broken level,BOS,false,17004.9080,16974.9953,SL,16969.0460,false,false,false,-1.199
1786753980,BUY,Broken level,CHOCH,false,17016.8410,16986.3557,SL,16980.2720,false,false,false,-1.200
1786755360,BUY,Broken level,BOS,false,17018.7820,16989.1574,SL,16977.7170,false,false,false,-1.386
1786763820,BUY,Broken level,CHOCH,false,16537.3090,16506.9910,TP3,16645.3430,true,true,true,3.563
1786765380,BUY,Broken level,BOS,false,16674.0600,16646.5985,TP3,16769.7340,true,true,true,3.484
1786768080,BUY,Broken level,BOS,true,16780.3740,16752.6669,SL,16719.8630,true,true,false,-2.184
1786770780,BUY,Broken level,CHOCH,false,16785.7400,16755.1022,SL,16736.6000,false,false,false,-1.604
1786772760,BUY,Broken level,CHOCH,false,16746.1700,16717.6367,SL,16700.3120,false,false,false,-1.607
1786773480,BUY,Broken level,BOS,false,16749.7220,16723.3911,TP3,16851.5970,true,true,true,3.869
1786775160,BUY,Broken level,BOS,false,16902.3620,16868.2178,SL,16862.9220,false,false,false,-1.155
1786775760,BUY,Broken level,BOS,false,16928.5550,16901.8446,TP3,17016.4660,true,true,true,3.291
1786778220,BUY,Broken level,CHOCH,false,16938.6890,16908.9191,SL,16907.1870,false,false,false,-1.058
1786779360,BUY,Broken level,BOS,false,16986.7660,16958.3586,SL,16953.4690,true,false,false,-1.172
1786780680,BUY,Broken level,CHOCH,false,17037.7230,17007.9954,TP3,17126.9750,true,true,true,3.002
1786782900,BUY,Broken level,BOS,false,17144.6460,17118.0059,TP3,17230.6030,true,true,true,3.227
1786784280,BUY,Broken level,BOS,false,17236.3940,17202.9038,TP3,17359.0540,true,true,true,3.663
1786786260,BUY,Trendline,BOS,false,17318.5350,17290.5570,SL,17266.2510,false,false,false,-1.869
1786788480,BUY,Broken level,CHOCH,false,17334.7470,17303.1419,SL,17254.6190,false,false,false,-2.535
1786790820,BUY,Broken level,CHOCH,false,17258.9680,17228.7839,SL,17225.5080,true,false,false,-1.109
1786793520,BUY,Broken level,CHOCH,true,17243.2470,17215.2836,TP3,17340.9650,true,true,true,3.494
1786795560,BUY,Broken level,BOS,false,17548.7310,17514.9195,TP3,17654.4530,true,true,true,3.127
1786798980,BUY,Broken level,CHOCH,false,17630.5950,17600.6141,TP3,17726.3940,true,true,true,3.195
1786803000,BUY,Broken level,CHOCH,false,17770.2690,17738.2497,SL,17703.2340,true,false,false,-2.094
1786806480,BUY,Broken level,CHOCH,false,17453.5350,17422.3429,TP3,17548.3630,true,true,true,3.040
1786811580,BUY,Broken level,CHOCH,false,17341.1750,17311.8221,SL,17270.7430,false,false,false,-2.399
1786814820,BUY,Trendline,CHOCH,false,17275.9790,17242.9076,SL,17234.9920,false,false,false,-1.239
1786817820,BUY,Broken level,CHOCH,false,17280.0830,17247.0274,SL,17230.5330,false,false,false,-1.499
1786819800,BUY,Broken level,CHOCH,false,17252.1230,17221.5762,SL,17210.6680,false,false,false,-1.357
1786824900,BUY,Broken level,CHOCH,false,17208.5470,17178.5878,TP3,17316.0430,true,true,true,3.588
1786828200,BUY,Broken level,BOS,false,17371.3100,17345.2619,TP3,17455.4370,true,true,true,3.230
1786829400,BUY,Broken level,BOS,false,17451.6410,17414.9855,TP3,17577.9580,true,true,true,3.446
1786830780,BUY,Broken level,BOS,false,17669.2250,17633.1964,SL,17611.6670,false,false,false,-1.598
1786834260,BUY,Broken level,CHOCH,false,17666.3900,17632.6370,SL,17628.2480,true,false,false,-1.130
1786836420,BUY,Broken level,CHOCH,true,17708.6190,17678.1841,TP3,17805.1030,true,true,true,3.170
1786839540,BUY,Broken level,CHOCH,false,17682.2930,17653.2654,SL,17629.6130,false,false,false,-1.815
1786842300,BUY,Broken level,CHOCH,false,17650.7950,17620.0642,SL,17612.3760,false,false,false,-1.250
1786842960,BUY,Broken level,BOS,false,17680.9110,17650.1633,SL,17645.0450,false,false,false,-1.166
1786845120,BUY,Broken level,CHOCH,false,17737.2770,17706.1688,SL,17685.4300,true,false,false,-1.667
1786851780,BUY,Broken level,CHOCH,false,17537.6330,17506.4217,SL,17504.4330,true,true,false,-1.064
1786854240,BUY,Broken level,CHOCH,false,17585.6090,17555.0554,SL,17541.0160,true,true,false,-1.460
1786874760,BUY,Broken level,CHOCH,false,17761.2610,17731.5209,SL,17722.8290,false,false,false,-1.292
1786875540,BUY,Broken level,BOS,false,17770.3540,17743.3287,SL,17737.6180,true,false,false,-1.211
